"Número Licitação";"Número Processo";"Objeto";"Modalidade Compra";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Município";"Data PublicaçãoDOU";"Data Abertura";"Valor Licitação"
"000712018";"23100002923201819";"Objeto: Pregão Eletrônico -  PREGÃO ELETRÔNICO, DO TIPO MENOR PREÇO POR ITEM, PARA REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAL PERMANENTE: APAR. EQUIP. MÉDICO. LABORATORIAL, HOSPITALAR, INDUSTRIAL, MOBILIÁRIO, MEDIÇÃO,   DESTINADOS A UNIPAMPA CAMPUS CAÇAPAVA DO SUL, ITAQUI, ALEGRETE, BAGÉ E URUGUAIANa";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26266";"Fundação Universidade Federal do Pampa";"154359";"FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA";"BAGE";"09/01/2019";"21/01/2019";"4632,00"
"000022019";"25055000200201976";"Objeto: Aquisição de Automatizador para portão deslizante (motor para portão eletrônico, Com Cremalheira de 4 metros)";"Dispensa de Licitação";"Encerrado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"257044";"DISTRITO SANIT.ESP.INDIGENA - KAIAPO REDENCAO";"REDENCAO";"01/01/1900";"23/01/2019";"910,36"
"000022019";"25029100468201843";"Objeto: Pregão Eletrônico -  Registro de preço objetivando aquisição de medicamentos.";"Pregão - Registro de Preço";"Publicado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254492";"INST.NACIONAL DE INFECTOLOGIA EVANDRO CHAGAS";"RIO DE JANEIRO";"09/01/2019";"21/01/2019";"0,00"
"000852018";"25384100660201891";"Objeto: Pregão Eletrônico -  Aquisição de acetona frasco com 1 litro, álcool etílico, detergente antiferruginoso e outros.";"Pregão - Registro de Preço";"Publicado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254447";"INST NACIONAL DE SAÚDE FERNANDES FIGUEIRA";"RIO DE JANEIRO";"29/01/2019";"11/02/2019";"0,00"
"000382019";"23116000373201905";"Objeto: Aquisição de ferramentas";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26273";"Universidade Federal do Rio Grande";"154042";"UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG";"RIO GRANDE";"01/01/1900";"";"1000,00"
"000012019";"23423000059201941";"Objeto: Aquisição de Gás de Cozinha GLP envasado, botijão P13 composição gás a base de propano e butano, altamente  toxico e inflável, produto em conformidade com as normas da ANP e ABNT vigentes, botijão lacrado, com inscrição da  marca da distribuidora em alto-relevo, rótulo com inscrições de uso, nome e telefone da distribuidora, mês e ano de  fabricação legíveis.";"Dispensa de Licitação";"Revogação";"26000";"Ministério da Educação";"26413";"Instituto Federal de Educação, Ciência e Tecn";"159001";"INST.FED.TRIANGULO MINEIRO/CAMPUS PATROCINIO";"PATROCINIO";"01/01/1900";"";"60,00"
"000012019";"64595000098201953";"Objeto: Aquisição de material hospitalar.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160423";"HOSPITAL DE GUARNICAO DE SANTIAGO";"SANTIAGO";"01/01/1900";"";"1800,00"
"000022019";"64067000557201982";"Objeto: Serviço de Pagamento de Seguro Obrigatório de Viaturas Administrativas.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160122";"55 BATALHAO DE INFANTARIA";"MONTES CLAROS";"01/01/1900";"";"338,71"
"000022019";"01415000101201302";"Objeto: Contratação dos serviços de fornecimento de energia elétrica, para atendimento das necessidades do Museu Solar Monjardim, unidade integrante do Ibram.";"Dispensa de Licitação";"Encerrado";"55000";"Ministério da Cidadania";"42207";"Instituto Brasileiro de Museus";"423034";"ESCRITÓRIO DE REPRESENTAÇÃO DO IBRAM/MG-ES";"BELO HORIZONTE";"01/01/1900";"";"5634,72"
"000052019";"602420180011352-5";"Objeto: Pregão Eletrônico -  Registro DE PREÇO PARA FORNECIMENTO DE COLCHÕES PARA DESABRIGADOS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL (SMADS) DA PREFEITURA DO MUNICÍPIO DE SÃO PAULO, DE ACORDO COM O TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DESTE EDITAL";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95420";"Estado de São Paulo";"925052";"PMSP-SECRETARIA MUN DE ASSIST E DESENV SOCIAL";"Inválido";"01/01/1900";"12/02/2019";"0,00"
"000082019";"2520901110/201813";"Objeto: Pregão Eletrônico -  O objeto da presente licitação é a aquisição de equipamentos para laboratório tais como: sistema de cromatografia preparativa, estação de pipetagem automatizada e plataforma automatizada para imunohistoquímica (atende aos SBP's SAARB 12/2018, SAMAM 104/2018 e SAPAT 03/2018), conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.";"Pregão";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"257003";"INSTITUTO EVANDRO CHAGAS";"ANANINDEUA";"11/01/2019";"24/01/2019";"0,00"
"000102019";"25384100044201911";"Objeto: Contratação de empresa especializada para calibração equipamento accuscreen";"Dispensa de Licitação";"Encerrado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254447";"INST NACIONAL DE SAÚDE FERNANDES FIGUEIRA";"RIO DE JANEIRO";"01/01/1900";"";"6600,00"
"000052019";"0002-1780/2019";"Objeto: Contratação de empresa especializada e com ampla experiência para produção cultural com grupos e manifestações culturais de Sergipe, nas comunidades de abrangência do Projeto  Fortalecimento dos Territórios da Vida dos Povos e Comunidades Tradicionais no PEAC (Pesquisa e Extensão   PEAC GEOGRAFIA 2018   2020 MM 821) , gerenciado pela FAPESE.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"94820";"Estado de Sergipe";"925584";"FUND. DE APOIO A PESQ. E EXTENSÃO DE SERGIPE";"Inválido";"01/01/1900";"12/02/2019";"0,00"
"000022019";"64287003062201913";"Objeto: Serviço de manutenção em Nobreak da Seção de Informática deste Comando Regional, com as seguintes especificações:  a) A contratada deverá prestar serviço com reposição de peças de consumo (se for o caso);  b) Deverá ser realizada manutenção preventiva no UPS de 20 KVA;  c) A empresa deverá fornecer bateria com garantia de no mínimo de 12 meses.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160488";"COMANDO DA 2  REGIAO MILITAR";"SAO PAULO";"01/01/1900";"";"6756,00"
"000242018";"23065037318201824";"Objeto: Pregão Eletrônico -  Aquisição de alimentos e equipamentos para os Restaurantes Universitários.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26231";"Universidade Federal de Alagoas";"153037";"UNIVERSIDADE FEDERAL DE ALAGOAS";"MACEIO";"23/01/2019";"04/02/2019";"0,00"
"006472018";"647";"Objeto: Pregão Eletrônico -  Aquisição de escova dental infantil em atendimento a Secretaria Municipal de Saúde.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95120";"Estado de Minas Gerais";"926922";"SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO - MG";"Inválido";"01/01/1900";"30/01/2019";"0,00"
"000012019";"25066000774201834";"Objeto: Pregão Eletrônico -  Contratação de serviços de empresa especializada em outsourcing de impressão, modalidade franquia de páginas mais excedente, fornecimento de solução continuada de impressão e cópia monocromáticas A4, e digitalização corporativa, integrada a sistemas corporativos, compreendendo a cessão de direito de uso de equipamentos novos e de primeiro uso, incluindo a prestação de serviços de manutenção preventiva e corretiva, fornecimento de peças e consumíveis necessários (exceto papel), assim";"Pregão";"Evento de Alteração Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"257054";"DISTRITO SANIT.ESP.INDIGENA - TOCANTINS";"PALMAS";"10/01/2019";"30/01/2019";"0,00"
"000022019";"2320000011201919";"Objeto: Autorização para emissão de Nota de Empenho para cobrir despesas com fornecimento de energia elétrica para o Instituto Federal Goiano   Campus Iporá.";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26407";"Instituto Federal de Educação, Ciência e Tecn";"158667";"IF GOIANO - CAMPUS IPORA";"IPORA";"16/01/2019";"";"40000,00"
"000232019";"25386101199201873";"Objeto: Importação de micropipeta.";"Inexigibilidade de Licitação";"Publicado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254445";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"RIO DE JANEIRO";"13/02/2019";"";"134028,49"
"000542018";"23526019902201823";"Objeto: Pregão Eletrônico -  Aquisição de Material Químico (Reagentes) para sistemas de automação laboratorial, com comodato de equipamentos, a fim de atender as demanda do Laboratório de Análises Clínicas (LAC) e Unidade Transfusional (UT),do Hospital Universitário Onofre Lopes, filial da empresa Brasileira de Serviços Hospitalaes, pelo período de 12 meses.";"Pregão - Registro de Preço";"Evento de Suspensão Publicado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155013";"EBSERH HUOL-UFRN";"NATAL";"30/01/2019";"25/02/2019";"0,00"
"000022019";"25050001953201868";"Objeto: Pregão Eletrônico -  Aquisição de peças, componentes, equipamentos e acessórios de reposição, sob demanda, com as mesmas especificações técnicas e características de qualidade da peça de produção original, para substituição nos veículos oficiais de diversas marcas pertencentes à frota operacional do DSEI/XAVANTE";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"257040";"DISTRITO SANIT.ESP.INDIGENA - XAVANTE";"BARRA DO GARCAS";"31/01/2019";"12/02/2019";"405409,86"
"000132019";"00737000203201829";"Objeto: Aquisição de 52fr EXONDYS 51 500MG/10ML e 78fr EXONDYS 51 100MG/2ML";"Dispensa de Licitação";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250005";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"BRASILIA";"15/01/2019";"";"2183008,50"
"000032019";"10675720056201913";"Objeto: Aquisição parcelada de combustíveis durante o período de janeiro a dezembro de 2019 para a Delegacia da Receita Federal do Brasil em Uberlândia   MG.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170097";"DELEGACIA DA RFB EM UBERLANDIA";"UBERLANDIA";"01/01/1900";"";"17587,50"
"000022019";"23276000015201951";"Objeto: Contratação de serviço comum de engenharia para reforma e adaptação de sala de aula no pavilhão 2 para  recebimento de cabeamento de rede e elétrica do novo laboratório de informática no com fornecimento de materiais e mão de obra.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26433";"Instituto Federal de Educação, Ciência e Tecn";"158485";"INST.FED.DO RJ/CAMPUS PINHEIRAL";"PINHEIRAL";"01/01/1900";"";"12013,72"
"000012019";"2018/026538";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada no fornecimento de mão de obra de apoio operacional   motoristas, para atender ao Tribunal de Justiça do Estado do Amazonas, pelo período de 24(vinte   e   quatro)   meses,   conforme   condições,   quantidades,   exigências   e   estimativas, estabelecidas no Termo de Referência do Edital.";"Pregão";"Divulgado";"22222";"Sem informação";"22222";"Sem informação";"925866";"TRIBUNAL DE JUSTIÇA DO ESTADO DO AMAZONAS";"Inválido";"01/01/1900";"31/01/2019";"1604484,00"
"000032019";"23151000024201959";"Objeto: Atendimento das despesas com serviços de abastecimento de água do IFES - Campus Cachoeiro de Itapemirim, em favor da  BRK Ambiental.";"Inexigibilidade de Licitação";"Encerrado";"26000";"Ministério da Educação";"26406";"Instituto Federal de Educação, Ciência e Tecn";"158418";"INST.FED. ESPIRITO SANTO/CAMPUS CACHOEIRO";"CACHOEIRO DE ITAPEMIRIM";"01/01/1900";"";"5000,00"
"001892018";"011011651860";"Objeto: Pregão Eletrônico -  Registro de Preços consignado em ata para aquisição de peças para equipamentos da marca NIHON KOHDEN do Hospital Metropolitano Odilon Behrens e suas unidades, conforme especificação técnica e condições comerciais contidas no Anexo I do Instrumento Convocatório.";"Pregão - Registro de Preço";"Divulgado";"99900";"República Federativa do Brasil";"95120";"Estado de Minas Gerais";"926658";"HOSPITAL METROPOLITANO ODILON BEHRENS";"Inválido";"01/01/1900";"22/01/2019";"0,00"
"250022019";"23102000386201844";"Objeto: Reconhecimento de dívida referente a contratação de serviço de fornecimento de energia elétrica - contribuição de iluminação pública.";"Inexigibilidade de Licitação";"Encerrado";"26000";"Ministério da Educação";"26269";"Universidade Federal do Estado do Rio de Jane";"154034";"UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ";"RIO DE JANEIRO";"01/01/1900";"";"6608,57"
"000012019";"64550000444201910";"Objeto: Contratação de Serviço para fornecimento de água e coleta de esgoto com concessionária de serviço público para OM.";"Inexigibilidade de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160229";"15 GRUPO DE ART DE CAMPANHA AUTOPROPULSADO";"LAPA";"01/01/1900";"";"8000,00"
"000012019";"02018013957201890";"Objeto: Contratação da Empresa Brasileira de Correios e Telégrafos - ECT para a prestação, de forma contínua, de serviços postais exclusivos, nos termos do art. 9º da Lei nº 6.538/78, visando ao atendimento das necessidades das unidades administrativas vinculadas ao IBAMA-PA (Superintendência Estadual, Gerência Executiva em Marabá, Gerência Executiva em Santarém, Unidade Técnica de 1º Nível em Altamira e Base Avançada em Novo Progresso).";"Inexigibilidade de Licitação";"Publicado";"44000";"Ministério do Meio Ambiente";"20701";"Instituto Brasileiro do Meio Ambiente e dos R";"193114";"IBAMA - SUPERINTENDENCIA DO PARA/PA";"BELEM";"21/01/2019";"";"57500,00"
"000072019";"21202.000177/2019";"Objeto: Substituição dos  sensores de umidade e pressão do sistema de ar SPF AVES, conforme relatório da visita técnico. Foi verificado que o sensor de umidade e pressão ambiente estavam em falha. Em virtude disto foi realizada vistoria interna ao ambiente. Em análise visual já se constatou corrosão elevada em ambos os sensores";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135030";"EMBRAPA/CNPSA";"CONCORDIA";"01/01/1900";"";"1985,00"
"000062019";"01207000024201923";"Objeto: Prestação de Serviço - Celso Pereira Gonçalves";"Dispensa de Licitação";"Encerrado";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"240127";"CENTRO DE TECNOLOGIA MINERAL";"RIO DE JANEIRO";"01/01/1900";"";"8000,00"
"000062019";"21176.010/2019-21";"Objeto: Atender despesas com serviços de fornecimento de energia elétrica para as estações meteorológicas do Estado do Paraná.";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"130075";"DISTRITO DE METEOROLOGIA DE PORTO ALEGRE";"PORTO ALEGRE";"01/01/1900";"";"3000,00"
"000352019";"50300000154201911";"Objeto: Apólice de seguro contra incêndio para o imóvel da URESP para 12 (doze) meses.";"Dispensa de Licitação";"Encerrado";"39000";"Ministério dos Transportes, Portos e Aviação ";"68201";"Agência Nacional de Transportes Aquaviários";"682010";"AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS";"BRASILIA";"01/01/1900";"";"212,32"
"000152019";"23069077064201928";"Objeto: Prestação de serviços prestados por pessoa fisica sem vinculo empregaticio.";"Dispensa de Licitação";"Inválido";"26000";"Ministério da Educação";"26236";"Universidade Federal Fluminense";"153057";"HOSPITAL UNIVERSITARIO ANTONIO PEDRO";"NITEROI";"01/01/1900";"";"12090,00"
"020022019";"11882-6";"Objeto: Pregão Eletrônico -  O objeto da presente licitação é o REGISTRO DE PREÇOS para eventual contratação de sociedades empresárias especializadas no fornecimento de telefones celulares e modem GSM Wi-Fi, em lotes, sendo:.    1.1.1. Lote I: Aquisição de 300(trezentos) SmartPhones Android  1.1.2. Lote II: Aquisição de 18(dezoito) SmartPhones IOS  1.1.3. Lote III:Aquisição de 90(noventa) Modem GSM 3G/4G";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95220";"Estado do Espírito Santo";"925560";"BANESTES - BANCO DO ESTADO DO ESPÍRITO SANTO";"Inválido";"01/01/1900";"16/01/2019";"34709,40"
"000052018";"64595001196201827";"Objeto: Prestação de serviços do tipo médico, hospitalar, ambulatorial e laboratorial aos usuários dos sistemas FuSEx/SAMMED/PASS/FUNSA/FUSMA.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160423";"HOSPITAL DE GUARNICAO DE SANTIAGO";"SANTIAGO";"04/02/2019";"";"500000,00"
